position,name,sofascore_name,id,Year,General_OF_MP,General_OF_MIN,General_OF_GLS,General_OF_AST,General_OF_ASR
Defender,Willy Kambwala,kambwala-willy,1136721,24/25,17,1103,0,0,6.62
