current_team,position,name,sofascore_name,id,Year,General_rating_GK_ASR,General_GK_MP,General_GK_MIN,General_GK_CLS,General_GK_GC,Goalkeeping_GK_MP,Goalkeeping_GK_SAV,Goalkeeping_GK_SAV%,Goalkeeping_GK_PS,Goalkeeping_GK_PS%,Passing_GK_APS,Passing_GK_APS%,Passing_GK_ALB,Passing_GK_LBA%,Defending_GK_CLS,Defending_GK_YC,Defending_GK_RC,Defending_GK_ELTG,Defending_GK_DRP,Defending_GK_TACK,Defending_GK_INT,Defending_GK_ADW,Additional_GK_GC,Additional_GK_xGC,Additional_GK_GP
Atletico Madrid,Goalkeeper,Jan Oblak,jan-oblak,69768,16/17,6.91,41,3640,21,28,41,100,78.1,2,40.0,412,54.7,209,38.1,21,1,0,2,0,0,1,5,28,,
Atletico Madrid,Goalkeeper,Jan Oblak,jan-oblak,69768,17/18,7.09,49,4410,29,28,49,145,83.8,3,75.0,521,50.3,279,35.2,29,2,0,0,0,0,2,8,28,,
Atletico Madrid,Goalkeeper,Jan Oblak,jan-oblak,69768,18/19,6.98,46,4170,24,38,46,119,75.8,0,,467,49.8,272,36.8,24,0,0,0,0,1,1,8,38,,
Atletico Madrid,Goalkeeper,Jan Oblak,jan-oblak,69768,19/20,6.96,49,4446,22,38,49,124,76.5,0,,603,54.5,347,40.8,22,1,0,1,0,0,1,6,38,,
Atletico Madrid,Goalkeeper,Jan Oblak,jan-oblak,69768,20/21,7.07,46,4140,20,36,46,117,76.5,2,33.3,609,58.0,284,39.3,20,0,0,0,0,0,0,11,36,,
Atletico Madrid,Goalkeeper,Jan Oblak,jan-oblak,69768,21/22,6.73,51,4590,16,57,51,102,64.2,1,10.0,658,51.6,274,30.9,16,1,0,2,0,0,1,14,57,55.4,-1.62
Atletico Madrid,Goalkeeper,Jan Oblak,jan-oblak,69768,22/23,6.93,38,3423,15,31,38,85,73.3,0,,569,61.8,192,35.7,15,1,0,0,0,0,1,7,31,34.4,3.42
Atletico Madrid,Goalkeeper,Jan Oblak,jan-oblak,69768,23/24,7.02,54,4950,16,68,54,159,70.0,0,,839,70.2,234,40.2,16,1,0,2,0,0,0,12,68,65.4,-2.65
Atletico Madrid,Goalkeeper,Jan Oblak,jan-oblak,69768,24/25,7.05,44,3990,17,41,44,111,73.0,0,,668,74.1,171,42.6,17,0,0,1,0,0,0,5,41,38.2,-2.82
