position,name,sofascore_name,id,Year,General_rating_OF_ASR,General_OF_MP,General_OF_MIN,General_OF_GLS,General_OF_AST,Shooting_OF_MP,Shooting_OF_GLS,Shooting_OF_TOS,Shooting_OF_SOT,Shooting_OF_BCM,Team play_OF_MP,Team play_OF_AST,Team play_OF_KEYP,Team play_OF_BCC,Team play_OF_SDR,Passing_OF_APS,Passing_OF_APS%,Passing_OF_ALB,Passing_OF_LBA%,Passing_OF_ACR,Passing_OF_CA%,Defending_OF_CLS,Defending_OF_YC,Defending_OF_RC,Defending_OF_ELTG,Defending_OF_DRP,Defending_OF_TACK,Defending_OF_INT,Defending_OF_BLS,Defending_OF_ADW,Additional_OF_GLS,Additional_OF_xG,Additional_OF_AST,Additional_OF_XA,Additional_OF_GI,Additional_OF_XGI
Forward,Hugo Duro,hugo-duro,909119,18/19,6.73,14,577,0,0,14,0,9,1,1,14,0,3,1,8,55,63.2,0,,0,,1,0,0,0,5,8,7,3,15,0,,0,,0,
Forward,Hugo Duro,hugo-duro,909119,19/20,6.69,15,566,1,1,15,1,10,5,1,15,1,5,1,4,71,65.1,3,60.0,1,14.3,0,3,0,0,7,6,2,1,19,1,,1,,2,
Forward,Hugo Duro,hugo-duro,909119,20/21,6.60,3,67,0,0,3,0,2,0,0,3,0,1,0,1,12,85.7,,,,,0,0,0,0,0,1,0,1,1,0,,0,,0,
Forward,Hugo Duro,hugo-duro,909119,21/22,6.77,37,2402,10,2,37,10,41,19,4,37,2,15,1,14,328,69.9,8,47.1,1,7.1,3,4,1,0,31,34,6,6,55,10,,2,,12,
Forward,Hugo Duro,hugo-duro,909119,22/23,6.61,34,1601,2,2,34,2,39,12,9,34,2,12,4,2,272,77.7,4,50.0,2,50.0,3,5,0,0,10,16,2,6,34,2,4.39,2,0.54,4,4.93
Forward,Hugo Duro,hugo-duro,909119,23/24,6.99,39,3143,13,2,39,13,71,31,11,39,2,16,3,13,430,72.5,4,36.4,0,,3,4,0,0,21,17,8,11,64,13,11.54,2,0.61,15,12.14
Forward,Hugo Duro,hugo-duro,909119,24/25,6.91,29,2115,11,2,29,11,52,19,11,29,2,14,2,7,289,71.0,4,33.3,0,,2,3,0,0,9,13,10,13,60,11,9.37,2,0.49,13,9.86
