current_team,position,name,sofascore_name,id,Year,General_rating_OF_ASR,General_OF_MP,General_OF_MIN,General_OF_GLS,General_OF_AST,Shooting_OF_MP,Shooting_OF_GLS,Shooting_OF_TOS,Shooting_OF_SOT,Shooting_OF_BCM,Team play_OF_MP,Team play_OF_AST,Team play_OF_KEYP,Team play_OF_BCC,Team play_OF_SDR,Passing_OF_APS,Passing_OF_APS%,Passing_OF_ALB,Passing_OF_LBA%,Passing_OF_ACR,Passing_OF_CA%,Defending_OF_CLS,Defending_OF_YC,Defending_OF_RC,Defending_OF_ELTG,Defending_OF_DRP,Defending_OF_TACK,Defending_OF_INT,Defending_OF_BLS,Defending_OF_ADW,Additional_OF_GLS,Additional_OF_xG,Additional_OF_AST,Additional_OF_XA,Additional_OF_GI,Additional_OF_XGI
Athletic club,Forward,Alvaro Djalo,alvaro-djalo,1160960,23/24,6.95,42,2599,12,5,42,12,99,43,14,42,5,40,8,55,484,74.6,9,42.9,18,24.3,0,9,1,0,42,41,29,18,41,12,11.72,5,4.28,17,16.00
Athletic club,Forward,Alvaro Djalo,alvaro-djalo,1160960,24/25,6.60,28,994,1,0,28,1,23,6,0,28,0,6,1,17,132,71.4,7,58.3,7,22.6,0,3,0,0,6,18,4,7,14,1,1.16,0,0.74,1,1.90
