current_team,position,name,sofascore_name,id,Year,General_rating_GK_ASR,General_GK_MP,General_GK_MIN,General_GK_CLS,General_GK_GC,Goalkeeping_GK_MP,Goalkeeping_GK_SAV,Goalkeeping_GK_SAV%,Goalkeeping_GK_PS,Goalkeeping_GK_PS%,Passing_GK_APS,Passing_GK_APS%,Passing_GK_ALB,Passing_GK_LBA%,Defending_GK_CLS,Defending_GK_YC,Defending_GK_RC,Defending_GK_ELTG,Defending_GK_DRP,Defending_GK_TACK,Defending_GK_INT,Defending_GK_ADW,Additional_GK_GC,Additional_GK_xGC,Additional_GK_GP
Real Madrid,Goalkeeper,Thibaut Courtois,thibaut-courtois,70988,16/17,6.85,39,3510,17,32,39,74,69.8,0,,571,65.4,183,37.9,17,1,0,0,1,0,0,7,32,,
Real Madrid,Goalkeeper,Thibaut Courtois,thibaut-courtois,70988,17/18,6.85,46,4140,19,47,46,107,69.5,0,,872,68.9,249,39.2,19,3,0,0,0,0,2,5,47,,
Real Madrid,Goalkeeper,Thibaut Courtois,thibaut-courtois,70988,18/19,6.79,33,2970,10,46,33,89,65.9,1,11.1,587,70.7,143,37.4,10,2,0,1,2,0,2,9,46,,
Real Madrid,Goalkeeper,Thibaut Courtois,thibaut-courtois,70988,19/20,7.13,43,3855,21,32,43,105,76.6,0,,858,76.5,122,32.2,21,2,0,1,2,0,3,6,32,,
Real Madrid,Goalkeeper,Thibaut Courtois,thibaut-courtois,70988,20/21,6.98,51,4590,21,44,51,118,72.8,1,11.1,1173,78.1,175,35.7,21,1,0,1,2,0,1,16,44,,
Real Madrid,Goalkeeper,Thibaut Courtois,thibaut-courtois,70988,21/22,7.16,52,4770,22,46,52,160,77.7,3,60.0,1148,76.7,184,35.2,22,1,0,0,1,1,0,11,46,52.1,6.09
Real Madrid,Goalkeeper,Thibaut Courtois,thibaut-courtois,70988,22/23,7.16,49,4470,17,49,49,155,76.0,2,33.3,1221,81.6,191,41.8,17,1,0,2,2,2,3,14,49,56.3,7.34
Real Madrid,Goalkeeper,Thibaut Courtois,thibaut-courtois,70988,23/24,7.90,5,423,4,0,5,19,,,,102,87.9,14,50.0,4,0,0,0,1,1,0,2,0,,4.10
Real Madrid,Goalkeeper,Thibaut Courtois,thibaut-courtois,70988,24/25,7.17,45,4110,14,54,45,138,71.9,1,12.5,1012,76.6,119,28.4,14,1,0,1,1,0,1,14,54,59.6,5.59
