current_team,position,name,sofascore_name,id,Year,General_rating_GK_ASR,General_GK_MP,General_GK_MIN,General_GK_CLS,General_GK_GC,Goalkeeping_GK_MP,Goalkeeping_GK_SAV,Goalkeeping_GK_SAV%,Goalkeeping_GK_PS,Goalkeeping_GK_PS%,Passing_GK_APS,Passing_GK_APS%,Passing_GK_ALB,Passing_GK_LBA%,Defending_GK_CLS,Defending_GK_YC,Defending_GK_RC,Defending_GK_ELTG,Defending_GK_DRP,Defending_GK_TACK,Defending_GK_INT,Defending_GK_ADW,Additional_GK_GC,Additional_GK_xGC,Additional_GK_GP
Celta,Goalkeeper,Vicente Guaita,vicente-guaita,32023,16/17,6.82,12,1080,4,13,12,25,65.8,0,,175,55.4,70,33.5,4,0,0,0,0,0,3,4,13,,
Celta,Goalkeeper,Vicente Guaita,vicente-guaita,32023,17/18,6.97,33,2970,12,26,33,86,76.8,1,33.3,360,38.9,256,31.3,12,1,0,0,0,0,3,14,26,,
Celta,Goalkeeper,Vicente Guaita,vicente-guaita,32023,18/19,6.98,24,2115,9,26,24,77,74.8,0,,273,45.8,142,30.7,9,2,0,0,0,0,0,10,26,,
Celta,Goalkeeper,Vicente Guaita,vicente-guaita,32023,19/20,6.95,35,3150,10,42,35,110,72.4,0,,438,49.5,220,33.3,10,1,0,2,1,1,0,17,42,,
Celta,Goalkeeper,Vicente Guaita,vicente-guaita,32023,20/21,6.71,37,3330,8,64,37,106,62.4,1,25.0,457,49.6,253,35.4,8,2,0,1,0,1,1,11,64,,
Celta,Goalkeeper,Vicente Guaita,vicente-guaita,32023,21/22,6.97,30,2655,11,33,30,84,71.8,0,,597,74.9,136,40.8,11,2,0,0,0,1,1,9,33,34.6,1.55
Celta,Goalkeeper,Vicente Guaita,vicente-guaita,32023,22/23,6.93,28,2520,6,36,28,87,70.7,0,,495,68.0,157,40.6,6,1,0,1,0,0,0,10,36,34.7,-1.34
Celta,Goalkeeper,Vicente Guaita,vicente-guaita,32023,23/24,7.10,27,2402,6,39,27,83,68.0,0,,423,63.3,159,39.6,6,2,0,1,1,1,0,14,39,41.6,2.64
Celta,Goalkeeper,Vicente Guaita,vicente-guaita,32023,24/25,6.92,31,2790,7,45,31,77,63.1,0,,548,78.5,88,37.4,7,0,0,2,0,0,0,10,45,38.5,-6.49
