current_team,position,name,sofascore_name,id,Year,General_rating_GK_ASR,General_GK_MP,General_GK_MIN,General_GK_CLS,General_GK_GC,Goalkeeping_GK_MP,Goalkeeping_GK_SAV,Goalkeeping_GK_SAV%,Goalkeeping_GK_PS,Goalkeeping_GK_PS%,Passing_GK_APS,Passing_GK_APS%,Passing_GK_ALB,Passing_GK_LBA%,Defending_GK_CLS,Defending_GK_YC,Defending_GK_RC,Defending_GK_ELTG,Defending_GK_DRP,Defending_GK_TACK,Defending_GK_INT,Defending_GK_ADW,Additional_GK_GC,Additional_GK_xGC,Additional_GK_GP
Atletico Madrid,Goalkeeper,Juan Musso,juan-musso,263651,17/18,6.90,6,540,2,6,6,15,71.4,,,75,53.2,41,38.7,2,1,0,0,0,1,1,6,6,,
Atletico Madrid,Goalkeeper,Juan Musso,juan-musso,263651,18/19,6.98,29,2610,7,40,29,107,72.8,0,,429,56.1,267,44.4,7,4,0,1,1,0,0,14,40,,
Atletico Madrid,Goalkeeper,Juan Musso,juan-musso,263651,19/20,7.16,38,3420,14,51,38,145,74.0,2,20.0,728,72.9,233,47.1,14,1,0,1,1,0,1,5,51,,
Atletico Madrid,Goalkeeper,Juan Musso,juan-musso,263651,20/21,6.71,35,3148,8,51,35,98,65.8,0,,599,71.1,194,45.1,8,5,0,1,0,1,1,8,51,,
Atletico Madrid,Goalkeeper,Juan Musso,juan-musso,263651,21/22,6.77,47,4192,12,64,47,121,65.4,2,25.0,761,70.2,266,45.9,12,1,1,1,0,2,0,8,64,65.9,1.90
Atletico Madrid,Goalkeeper,Juan Musso,juan-musso,263651,22/23,6.85,26,2258,7,30,26,68,69.4,0,,400,66.2,131,39.7,7,1,0,1,0,1,0,1,30,24.9,-5.10
Atletico Madrid,Goalkeeper,Juan Musso,juan-musso,263651,23/24,7.03,24,2160,11,21,24,52,71.2,0,,449,67.2,145,40.4,11,0,0,0,0,1,0,7,21,21.4,0.42
Atletico Madrid,Goalkeeper,Juan Musso,juan-musso,263651,24/25,7.25,10,900,6,8,10,31,79.5,,,152,71.7,34,36.2,6,0,0,0,1,1,0,3,8,8.8,0.82
