current_team,position,name,sofascore_name,id,Year,General_rating_GK_ASR,General_GK_MP,General_GK_MIN,General_GK_CLS,General_GK_GC,Goalkeeping_GK_MP,Goalkeeping_GK_SAV,Goalkeeping_GK_SAV%,Goalkeeping_GK_PS,Goalkeeping_GK_PS%,Passing_GK_APS,Passing_GK_APS%,Passing_GK_ALB,Passing_GK_LBA%,Defending_GK_CLS,Defending_GK_YC,Defending_GK_RC,Defending_GK_ELTG,Defending_GK_DRP,Defending_GK_TACK,Defending_GK_INT,Defending_GK_ADW,Additional_GK_GC,Additional_GK_xGC,Additional_GK_GP
Barcelona,Goalkeeper,Inaki Pena,inaki-pena,794949,22/23,6.54,5,372,1,7,5,10,58.8,0,,103,92.0,10,55.6,1,0,0,0,1,0,0,,7,7.3,0.29
Barcelona,Goalkeeper,Inaki Pena,inaki-pena,794949,23/24,6.76,17,1560,3,32,17,42,56.8,0,,397,84.1,61,45.5,3,0,0,1,2,0,0,9,32,28.8,-3.16
Barcelona,Goalkeeper,Inaki Pena,inaki-pena,794949,24/25,6.90,22,1876,5,25,22,42,62.7,0,,619,85.7,58,36.3,5,1,0,0,2,0,0,1,25,22.7,-2.26
