position,name,sofascore_name,id,Year,General_rating_OF_ASR,General_OF_MP,General_OF_MIN,General_OF_GLS,General_OF_AST,Shooting_OF_MP,Shooting_OF_GLS,Shooting_OF_TOS,Shooting_OF_SOT,Shooting_OF_BCM,Team play_OF_MP,Team play_OF_AST,Team play_OF_KEYP,Team play_OF_BCC,Team play_OF_SDR,Passing_OF_APS,Passing_OF_APS%,Passing_OF_ALB,Passing_OF_LBA%,Passing_OF_ACR,Passing_OF_CA%,Defending_OF_CLS,Defending_OF_YC,Defending_OF_RC,Defending_OF_ELTG,Defending_OF_DRP,Defending_OF_TACK,Defending_OF_INT,Defending_OF_BLS,Defending_OF_ADW,Additional_OF_GLS,Additional_OF_xG,Additional_OF_AST,Additional_OF_XA,Additional_OF_GI,Additional_OF_XGI
Forward,Umar Sadiq,umar-sadiq,754710,16/17,6.66,7,230,0,1,7,0,5,4,0,7,1,4,1,2,44,74.6,1,50.0,,,0,2,0,0,1,6,0,0,4,0,,1,,1,
Forward,Umar Sadiq,umar-sadiq,754710,17/18,6.91,15,846,5,1,15,5,34,15,7,15,1,5,2,21,117,68.8,2,100.0,0,,1,2,0,0,7,6,4,5,20,5,,1,,6,
Forward,Umar Sadiq,umar-sadiq,754710,18/19,6.30,1,72,0,0,1,0,2,1,1,1,0,2,0,0,10,76.9,,,,,0,0,0,0,0,0,0,1,1,0,,0,,0,
Forward,Umar Sadiq,umar-sadiq,754710,19/20,7.45,6,527,4,1,6,4,16,7,3,6,1,8,1,16,85,73.9,3,100.0,,,0,0,0,0,6,9,0,3,12,4,,1,,5,
Forward,Umar Sadiq,umar-sadiq,754710,20/21,6.99,53,4099,28,5,53,28,146,67,32,53,5,44,8,112,577,74.6,13,68.4,3,30.0,6,9,1,0,17,28,7,32,51,28,,5,,33,
Forward,Umar Sadiq,umar-sadiq,754710,21/22,7.04,37,3122,19,9,37,19,112,45,27,37,9,37,14,67,392,65.4,15,53.6,2,28.6,6,6,0,0,9,16,4,19,65,19,,9,,28,
Forward,Umar Sadiq,umar-sadiq,754710,22/23,6.70,6,370,3,0,6,3,9,4,1,6,0,3,1,7,40,72.7,1,100.0,,,0,1,0,0,3,1,0,2,6,3,1.99,0,0.08,3,2.07
Forward,Umar Sadiq,umar-sadiq,754710,23/24,6.65,36,1395,3,1,36,3,41,13,13,36,1,14,2,36,165,71.7,4,57.1,3,25.0,1,4,0,0,4,18,1,5,34,3,3.65,1,1.02,4,4.67
Forward,Umar Sadiq,umar-sadiq,754710,24/25,6.72,27,1343,6,1,27,6,36,13,8,27,1,12,3,18,192,71.1,7,77.8,1,20.0,1,7,0,0,3,17,2,8,34,6,3.87,1,0.87,7,4.74
