current_team,position,name,sofascore_name,id,Year,General_rating_OF_ASR,General_OF_MP,General_OF_MIN,General_OF_GLS,General_OF_AST,Shooting_OF_MP,Shooting_OF_GLS,Shooting_OF_TOS,Shooting_OF_SOT,Shooting_OF_BCM,Team play_OF_MP,Team play_OF_AST,Team play_OF_KEYP,Team play_OF_BCC,Team play_OF_SDR,Passing_OF_APS,Passing_OF_APS%,Passing_OF_ALB,Passing_OF_LBA%,Passing_OF_ACR,Passing_OF_CA%,Defending_OF_CLS,Defending_OF_YC,Defending_OF_RC,Defending_OF_ELTG,Defending_OF_DRP,Defending_OF_TACK,Defending_OF_INT,Defending_OF_BLS,Defending_OF_ADW,Additional_OF_GLS,Additional_OF_xG,Additional_OF_AST,Additional_OF_XA,Additional_OF_GI,Additional_OF_XGI
Celta,Midfielder,Ilaix Moriba,ilaix-moriba,962890,20/21,6.89,18,674,1,2,18,1,16,3,0,18,2,8,1,17,435,89.9,6,60.0,0,,0,1,0,1,6,16,5,4,19,1,,2,,3,
Celta,Midfielder,Ilaix Moriba,ilaix-moriba,962890,21/22,6.68,24,1204,0,1,24,0,19,6,0,24,1,6,2,11,323,77.3,18,47.4,1,20.0,2,9,1,0,37,35,21,6,30,0,,1,,1,
Celta,Midfielder,Ilaix Moriba,ilaix-moriba,962890,22/23,6.78,28,1227,1,2,28,1,25,7,1,28,2,13,4,13,510,82.4,28,66.7,2,50.0,0,6,2,0,11,40,6,6,29,1,1.19,2,1.14,3,2.33
Celta,Midfielder,Ilaix Moriba,ilaix-moriba,962890,23/24,6.75,14,618,0,2,14,0,4,1,0,14,2,5,2,4,149,74.1,8,53.3,0,,0,4,1,0,5,20,4,1,11,0,0.34,2,0.42,2,0.77
Celta,Midfielder,Ilaix Moriba,ilaix-moriba,962890,24/25,6.97,32,2006,1,2,32,1,32,12,2,32,2,24,5,15,823,87.0,42,68.9,2,33.3,3,6,1,0,22,65,15,8,23,1,1.59,2,2.29,3,3.88
