current_team,position,name,sofascore_name,id,Year,General_rating_OF_ASR,General_OF_MP,General_OF_MIN,General_OF_GLS,General_OF_AST,Shooting_OF_MP,Shooting_OF_GLS,Shooting_OF_TOS,Shooting_OF_SOT,Shooting_OF_BCM,Team play_OF_MP,Team play_OF_AST,Team play_OF_KEYP,Team play_OF_BCC,Team play_OF_SDR,Passing_OF_APS,Passing_OF_APS%,Passing_OF_ALB,Passing_OF_LBA%,Passing_OF_ACR,Passing_OF_CA%,Defending_OF_CLS,Defending_OF_YC,Defending_OF_RC,Defending_OF_ELTG,Defending_OF_DRP,Defending_OF_TACK,Defending_OF_INT,Defending_OF_BLS,Defending_OF_ADW,Additional_OF_GLS,Additional_OF_xG,Additional_OF_AST,Additional_OF_XA,Additional_OF_GI,Additional_OF_XGI
ValenciaCF,Midfielder,Fran Pérez,fran-perez,966637,22/23,6.35,11,253,0,0,11,0,2,1,1,11,0,0,0,6,97,80.8,2,66.7,0,,0,2,0,0,3,7,1,1,1,0,0.02,0,0.06,0,0.08
ValenciaCF,Midfielder,Fran Pérez,fran-perez,966637,23/24,6.61,36,2241,1,4,36,1,24,2,0,36,4,21,6,41,473,79.9,10,52.6,9,15.0,2,4,0,0,33,31,14,8,6,1,1.07,4,2.12,5,3.19
ValenciaCF,Midfielder,Fran Pérez,fran-perez,966637,24/25,6.65,26,772,0,0,26,0,7,2,0,26,0,8,4,16,200,82.3,10,58.8,3,9.1,1,2,0,0,6,22,5,1,8,0,0.29,0,1.49,0,1.78
