current_team,position,name,sofascore_name,id,Year,General_rating_OF_ASR,General_OF_MP,General_OF_MIN,General_OF_GLS,General_OF_AST,Shooting_OF_MP,Shooting_OF_GLS,Shooting_OF_TOS,Shooting_OF_SOT,Shooting_OF_BCM,Team play_OF_MP,Team play_OF_AST,Team play_OF_KEYP,Team play_OF_BCC,Team play_OF_SDR,Passing_OF_APS,Passing_OF_APS%,Passing_OF_ALB,Passing_OF_LBA%,Passing_OF_ACR,Passing_OF_CA%,Defending_OF_CLS,Defending_OF_YC,Defending_OF_RC,Defending_OF_ELTG,Defending_OF_DRP,Defending_OF_TACK,Defending_OF_INT,Defending_OF_BLS,Defending_OF_ADW,Additional_OF_GLS,Additional_OF_xG,Additional_OF_AST,Additional_OF_XA,Additional_OF_GI,Additional_OF_XGI
Barcelona,Midfielder,Fermin Lopez,fermin-lopez,1153270,23/24,6.91,43,1958,11,0,43,11,65,30,11,43,0,33,2,31,694,84.2,38,63.3,5,26.3,1,5,1,0,35,55,6,11,11,11,9.73,0,1.65,11,11.38
Barcelona,Midfielder,Fermin Lopez,fermin-lopez,1153270,24/25,6.94,43,1849,6,8,43,6,56,23,7,43,8,36,13,37,764,86.3,29,74.4,16,31.4,2,6,1,0,37,39,5,11,10,6,6.75,8,4.22,14,10.96
