position,name,sofascore_name,id,Year,General_rating_OF_ASR,General_OF_MP,General_OF_MIN,General_OF_GLS,General_OF_AST,Shooting_OF_MP,Shooting_OF_GLS,Shooting_OF_TOS,Shooting_OF_SOT,Shooting_OF_BCM,Team play_OF_MP,Team play_OF_AST,Team play_OF_KEYP,Team play_OF_BCC,Team play_OF_SDR,Passing_OF_APS,Passing_OF_APS%,Passing_OF_ALB,Passing_OF_LBA%,Passing_OF_ACR,Passing_OF_CA%,Defending_OF_CLS,Defending_OF_YC,Defending_OF_RC,Defending_OF_ELTG,Defending_OF_DRP,Defending_OF_TACK,Defending_OF_INT,Defending_OF_BLS,Defending_OF_ADW,Additional_OF_GLS,Additional_OF_xG,Additional_OF_AST,Additional_OF_XA,Additional_OF_GI,Additional_OF_XGI
Defender,Logan Costa,logan-costa,911853,22/23,7.08,12,946,2,1,12,2,13,5,1,12,1,3,0,2,565,86.1,55,58.5,,,2,0,0,0,3,15,10,1,20,2,0.58,1,0.08,3,0.66
Defender,Logan Costa,logan-costa,911853,23/24,6.96,38,3278,1,1,38,1,15,5,3,38,1,7,1,7,1734,83.2,138,47.9,2,11.1,7,7,1,0,11,54,28,2,74,1,1.39,1,0.85,2,2.23
Defender,Logan Costa,logan-costa,911853,24/25,6.89,32,2540,2,0,32,2,12,5,0,32,0,4,1,0,1335,87.4,110,52.6,1,16.7,6,2,0,0,4,39,22,0,48,2,0.70,0,0.53,2,1.23
