current_team,position,name,sofascore_name,id,Year,General_rating_OF_ASR,General_OF_MP,General_OF_MIN,General_OF_GLS,General_OF_AST,Shooting_OF_MP,Shooting_OF_GLS,Shooting_OF_TOS,Shooting_OF_SOT,Shooting_OF_BCM,Team play_OF_MP,Team play_OF_AST,Team play_OF_KEYP,Team play_OF_BCC,Team play_OF_SDR,Passing_OF_APS,Passing_OF_APS%,Passing_OF_ALB,Passing_OF_LBA%,Passing_OF_ACR,Passing_OF_CA%,Defending_OF_CLS,Defending_OF_YC,Defending_OF_RC,Defending_OF_ELTG,Defending_OF_DRP,Defending_OF_TACK,Defending_OF_INT,Defending_OF_BLS,Defending_OF_ADW,Additional_OF_GLS,Additional_OF_xG,Additional_OF_AST,Additional_OF_XA,Additional_OF_GI,Additional_OF_XGI
Atletico Madrid,Defender,Javi Galan,javi-galan,825133,16/17,6.91,20,1608,2,5,20,2,26,11,1,20,5,16,4,46,257,74.5,15,44.1,13,15.7,5,2,0,0,18,54,6,3,12,2,,5,,7,
Atletico Madrid,Defender,Javi Galan,javi-galan,825133,17/18,6.97,41,3276,2,3,41,2,34,9,1,41,3,37,2,134,881,78.3,33,34.7,26,20.0,6,8,1,0,57,122,52,11,33,2,,3,,5,
Atletico Madrid,Defender,Javi Galan,javi-galan,825133,18/19,6.77,38,3145,1,4,38,1,13,5,0,38,4,42,5,74,791,73.2,34,27.2,23,17.8,8,13,0,0,48,111,45,0,37,1,,4,,5,
Atletico Madrid,Defender,Javi Galan,javi-galan,825133,19/20,6.96,28,1832,1,1,28,1,6,3,0,28,1,19,2,66,619,78.9,28,36.4,11,16.7,8,9,0,0,21,76,26,0,26,1,,1,,2,
Atletico Madrid,Defender,Javi Galan,javi-galan,825133,20/21,7.14,37,3068,1,2,37,1,9,1,0,37,2,43,6,121,1052,80.2,68,41.2,48,30.8,7,5,0,0,26,88,39,3,15,1,,2,,3,
Atletico Madrid,Defender,Javi Galan,javi-galan,825133,21/22,6.88,39,3379,0,3,39,0,20,5,0,39,3,23,2,90,1387,82.1,75,42.4,31,17.4,12,9,0,0,58,109,45,3,25,0,,3,,3,
Atletico Madrid,Defender,Javi Galan,javi-galan,825133,22/23,6.90,40,3372,1,4,40,1,14,2,1,40,4,55,5,78,1354,81.0,95,45.5,43,24.2,11,6,0,0,50,109,45,4,36,1,0.60,4,4.16,5,4.76
Atletico Madrid,Defender,Javi Galan,javi-galan,825133,23/24,6.85,27,1711,0,2,27,0,7,1,0,27,2,21,3,29,628,81.8,27,38.0,19,28.8,5,5,0,0,26,59,29,2,13,0,0.14,2,1.47,2,1.61
Atletico Madrid,Defender,Javi Galan,javi-galan,825133,24/25,6.90,35,2493,0,5,35,0,13,0,0,35,5,23,8,41,998,86.0,33,47.1,26,27.7,7,11,0,0,40,73,25,3,31,0,0.27,5,3.17,5,3.43
