current_team,position,name,sofascore_name,id,Year,General_rating_GK_ASR,General_GK_MP,General_GK_MIN,General_GK_CLS,General_GK_GC,Goalkeeping_GK_MP,Goalkeeping_GK_SAV,Goalkeeping_GK_SAV%,Goalkeeping_GK_PS,Goalkeeping_GK_PS%,Passing_GK_APS,Passing_GK_APS%,Passing_GK_ALB,Passing_GK_LBA%,Defending_GK_CLS,Defending_GK_YC,Defending_GK_RC,Defending_GK_ELTG,Defending_GK_DRP,Defending_GK_TACK,Defending_GK_INT,Defending_GK_ADW,Additional_GK_GC,Additional_GK_xGC,Additional_GK_GP
Barcelona,Goalkeeper,Wojciech Szczesny,wojciech-szczesny,50490,16/17,7.03,38,3420,14,38,38,116,75.3,2,50.0,731,75.8,323,58.2,14,0,0,0,0,1,1,6,38,,
Barcelona,Goalkeeper,Wojciech Szczesny,wojciech-szczesny,50490,17/18,6.93,21,1801,14,9,21,29,76.3,0,,342,76.7,132,56.7,14,0,0,0,0,0,0,2,9,,
Barcelona,Goalkeeper,Wojciech Szczesny,wojciech-szczesny,50490,18/19,6.94,41,3690,18,32,41,90,73.8,2,40.0,729,78.1,269,57.5,18,1,0,0,1,3,1,3,32,,
Barcelona,Goalkeeper,Wojciech Szczesny,wojciech-szczesny,50490,19/20,7.07,37,3312,13,42,37,117,73.6,1,9.1,652,85.0,142,57.3,13,1,0,1,0,0,1,7,42,,
Barcelona,Goalkeeper,Wojciech Szczesny,wojciech-szczesny,50490,20/21,6.91,38,3427,8,40,38,94,70.1,2,22.2,944,89.2,142,58.0,8,0,0,1,0,1,4,9,40,,
Barcelona,Goalkeeper,Wojciech Szczesny,wojciech-szczesny,50490,21/22,6.90,40,3600,15,39,40,91,70.0,3,37.5,791,79.0,202,50.0,15,2,0,1,1,1,0,11,39,41.3,2.30
Barcelona,Goalkeeper,Wojciech Szczesny,wojciech-szczesny,50490,22/23,6.97,40,3537,17,40,40,102,71.8,0,,694,75.6,198,47.5,17,0,0,0,2,1,0,10,40,40.4,0.38
Barcelona,Goalkeeper,Wojciech Szczesny,wojciech-szczesny,50490,23/24,7.06,35,3150,15,30,35,81,73.0,1,33.3,648,74.7,202,48.9,15,1,0,1,0,0,1,5,30,29.7,-0.26
Barcelona,Goalkeeper,Wojciech Szczesny,wojciech-szczesny,50490,24/25,7.01,29,2636,13,36,29,65,64.4,0,,700,84.6,82,39.6,13,0,1,2,0,1,1,5,36,36.3,0.34
