current_team,position,name,sofascore_name,id,Year,General_rating_OF_ASR,General_OF_MP,General_OF_MIN,General_OF_GLS,General_OF_AST,Shooting_OF_MP,Shooting_OF_GLS,Shooting_OF_TOS,Shooting_OF_SOT,Shooting_OF_BCM,Team play_OF_MP,Team play_OF_AST,Team play_OF_KEYP,Team play_OF_BCC,Team play_OF_SDR,Passing_OF_APS,Passing_OF_APS%,Passing_OF_ALB,Passing_OF_LBA%,Passing_OF_ACR,Passing_OF_CA%,Defending_OF_CLS,Defending_OF_YC,Defending_OF_RC,Defending_OF_ELTG,Defending_OF_DRP,Defending_OF_TACK,Defending_OF_INT,Defending_OF_BLS,Defending_OF_ADW,Additional_OF_GLS,Additional_OF_xG,Additional_OF_AST,Additional_OF_XA,Additional_OF_GI,Additional_OF_XGI
Atletico Madrid,Defender,Clement Lenglet,clement-lenglet,580550,16/17,7.03,39,3302,0,0,39,0,8,2,0,39,0,4,2,6,1397,78.7,181,48.5,2,40.0,16,6,0,0,31,107,89,0,65,0,,0,,0,
Atletico Madrid,Defender,Clement Lenglet,clement-lenglet,580550,17/18,6.93,55,4784,4,1,55,4,29,8,3,55,1,9,3,16,2354,84.6,164,42.4,0,,15,13,0,1,22,99,59,5,121,4,,1,,5,
Atletico Madrid,Defender,Clement Lenglet,clement-lenglet,580550,18/19,6.95,44,3563,2,0,44,2,17,7,4,44,0,0,0,13,1898,88.9,147,55.9,,,16,10,1,0,27,86,42,2,78,2,,0,,2,
Atletico Madrid,Defender,Clement Lenglet,clement-lenglet,580550,19/20,6.98,40,3419,4,1,40,4,16,6,2,40,1,6,1,8,2782,91.5,150,57.9,0,,12,10,2,0,21,54,46,1,86,4,,1,,5,
Atletico Madrid,Defender,Clement Lenglet,clement-lenglet,580550,20/21,6.84,48,3702,1,0,48,1,16,6,3,48,0,10,1,11,3128,91.7,142,56.8,0,,12,12,2,1,17,50,49,1,101,1,,0,,1,
Atletico Madrid,Defender,Clement Lenglet,clement-lenglet,580550,21/22,6.73,27,1243,0,1,27,0,7,2,0,27,1,2,2,3,1097,90.2,64,56.1,0,,2,5,0,0,7,26,22,2,28,0,,1,,1,
Atletico Madrid,Defender,Clement Lenglet,clement-lenglet,580550,22/23,6.75,35,2721,1,2,35,1,15,3,2,35,2,11,3,8,1675,87.2,106,47.1,9,33.3,3,7,0,1,22,57,28,7,57,1,1.13,2,1.39,3,2.53
Atletico Madrid,Defender,Clement Lenglet,clement-lenglet,580550,23/24,6.81,25,2071,0,1,25,0,10,3,1,25,1,5,1,7,1525,91.0,94,56.0,1,12.5,6,5,0,0,9,22,14,3,23,0,0.96,1,0.88,1,1.84
Atletico Madrid,Defender,Clement Lenglet,clement-lenglet,580550,24/25,7.02,32,2696,2,2,32,2,14,4,2,32,2,7,3,5,1561,87.8,143,53.2,1,16.7,11,11,0,1,4,32,29,3,49,2,1.86,2,0.85,4,2.71
