position,name,sofascore_name,id,Year,General_rating_OF_ASR,General_OF_MP,General_OF_MIN,General_OF_GLS,General_OF_AST,Shooting_OF_MP,Shooting_OF_GLS,Shooting_OF_TOS,Shooting_OF_SOT,Shooting_OF_BCM,Team play_OF_MP,Team play_OF_AST,Team play_OF_KEYP,Team play_OF_BCC,Team play_OF_SDR,Passing_OF_APS,Passing_OF_APS%,Passing_OF_ALB,Passing_OF_LBA%,Passing_OF_ACR,Passing_OF_CA%,Defending_OF_CLS,Defending_OF_YC,Defending_OF_RC,Defending_OF_ELTG,Defending_OF_DRP,Defending_OF_TACK,Defending_OF_INT,Defending_OF_BLS,Defending_OF_ADW,Additional_OF_GLS,Additional_OF_xG,Additional_OF_AST,Additional_OF_XA,Additional_OF_GI,Additional_OF_XGI
Defender,Sergi Cardona,sergi-cardona,986245,20/21,6.70,1,45,0,0,1,0,,,0,1,0,0,0,0,11,61.1,,,,,0,1,0,0,1,2,2,,1,0,,0,,0,
Defender,Sergi Cardona,sergi-cardona,986245,21/22,6.82,39,3251,0,1,39,0,23,6,2,39,1,23,4,29,1500,79.2,44,29.7,12,17.9,9,10,0,0,51,96,78,9,69,0,,1,,1,
Defender,Sergi Cardona,sergi-cardona,986245,22/23,6.99,40,3181,0,2,40,0,19,4,1,40,2,30,5,18,1650,81.0,60,34.5,13,13.5,16,12,0,1,33,120,62,7,50,0,,2,,2,
Defender,Sergi Cardona,sergi-cardona,986245,23/24,7.09,36,2906,1,2,36,1,28,5,2,36,2,39,4,18,1506,82.7,35,29.9,16,17.2,7,10,0,0,42,91,46,11,54,1,2.67,2,3.66,3,6.33
Defender,Sergi Cardona,sergi-cardona,986245,24/25,7.06,34,2893,1,7,34,1,20,6,5,34,7,45,10,10,877,79.7,34,31.2,30,27.5,3,11,0,0,28,68,36,5,42,1,2.46,7,4.32,8,6.77
