current_team,position,name,sofascore_name,id,Year,General_rating_OF_ASR,General_OF_MP,General_OF_MIN,General_OF_GLS,General_OF_AST,Shooting_OF_MP,Shooting_OF_GLS,Shooting_OF_TOS,Shooting_OF_SOT,Shooting_OF_BCM,Team play_OF_MP,Team play_OF_AST,Team play_OF_KEYP,Team play_OF_BCC,Team play_OF_SDR,Passing_OF_APS,Passing_OF_APS%,Passing_OF_ALB,Passing_OF_LBA%,Passing_OF_ACR,Passing_OF_CA%,Defending_OF_CLS,Defending_OF_YC,Defending_OF_RC,Defending_OF_ELTG,Defending_OF_DRP,Defending_OF_TACK,Defending_OF_INT,Defending_OF_BLS,Defending_OF_ADW,Additional_OF_GLS,Additional_OF_xG,Additional_OF_AST,Additional_OF_XA,Additional_OF_GI,Additional_OF_XGI
Villarreal,Forward,Ayoze Perez,ayoze-perez,345195,16/17,6.84,37,2378,9,6,37,9,59,26,7,37,6,47,5,31,516,72.8,10,43.5,14,22.6,7,1,0,1,32,47,18,16,26,9,,6,,15,
Villarreal,Forward,Ayoze Perez,ayoze-perez,345195,17/18,6.89,37,2584,10,5,37,10,71,27,6,37,5,40,7,35,542,71.6,12,36.4,4,17.4,5,3,0,0,44,39,25,12,44,10,,5,,15,
Villarreal,Forward,Ayoze Perez,ayoze-perez,345195,18/19,6.91,41,3002,13,3,41,13,58,29,7,41,3,49,5,48,613,76.3,30,58.8,3,12.0,6,3,0,0,46,62,43,10,28,13,,3,,16,
Villarreal,Forward,Ayoze Perez,ayoze-perez,345195,19/20,6.83,40,2521,8,5,40,8,61,25,3,40,5,36,7,42,700,78.8,14,46.7,7,23.3,2,0,0,0,55,54,17,18,26,8,,5,,13,
Villarreal,Forward,Ayoze Perez,ayoze-perez,345195,20/21,6.73,36,1885,3,1,36,3,44,16,5,36,1,29,0,40,478,76.8,11,52.4,7,31.8,1,3,0,0,44,43,15,16,22,3,,1,,4,
Villarreal,Forward,Ayoze Perez,ayoze-perez,345195,21/22,6.63,25,883,3,5,25,3,20,10,4,25,5,18,3,15,263,80.2,5,41.7,4,40.0,0,0,1,0,20,10,6,5,9,3,,5,,8,
Villarreal,Forward,Ayoze Perez,ayoze-perez,345195,22/23,6.72,34,2224,5,2,34,5,55,22,7,34,2,30,8,54,541,78.6,13,72.2,4,11.4,3,4,0,0,48,49,17,17,13,5,6.23,2,2.56,7,8.79
Villarreal,Forward,Ayoze Perez,ayoze-perez,345195,23/24,7.03,38,2680,11,2,38,11,80,31,13,38,2,36,7,57,679,79.6,11,50.0,2,9.5,5,5,0,0,33,66,23,19,21,11,8.77,2,3.14,13,11.92
Villarreal,Forward,Ayoze Perez,ayoze-perez,345195,24/25,7.23,30,1938,19,4,30,19,78,32,13,30,4,31,5,35,310,77.5,9,52.9,6,40.0,1,5,0,0,16,25,8,19,13,19,12.07,4,1.81,23,13.88
